species,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,SEX_MALE,SEX_FEMALE,island_Dream,island_Biscoe,island_Torgersen
1,0.25555555555555526,-0.6551724137931031,0.75,0.8846153846153846,0.0,1.0,1.0,0.0,0.0
0,-0.2222222222222222,1.1724137931034468,0.0,0.38461538461538464,0.0,1.0,0.0,0.0,1.0
1,0.21111111111111094,-0.7931034482758618,0.7916666666666666,0.5384615384615384,1.0,0.0,1.0,0.0,0.0
2,0.0777777777777781,0.17241379310344815,0.041666666666666664,-0.038461538461538464,1.0,0.0,0.0,1.0,0.0
0,-0.8111111111111108,0.2758620689655173,-0.7916666666666666,-0.07692307692307693,0.0,1.0,0.0,1.0,0.0
0,-0.40000000000000013,0.5517241379310334,-0.5416666666666666,-0.07692307692307693,0.0,1.0,0.0,1.0,0.0
0,-0.4111111111111114,0.3793103448275852,-0.08333333333333333,-0.07692307692307693,0.0,1.0,0.0,1.0,0.0
0,-0.4333333333333332,0.5862068965517234,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,1.0
1,0.06666666666666682,-0.9655172413793098,0.4166666666666667,0.8076923076923077,1.0,0.0,1.0,0.0,0.0
0,-1.1111111111111112,0.2758620689655173,-0.4166666666666667,-0.8461538461538461,1.0,0.0,1.0,0.0,0.0
0,-1.1222222222222225,0.3793103448275852,-0.5416666666666666,-0.5192307692307693,1.0,0.0,0.0,0.0,1.0
0,-1.0222222222222226,0.5517241379310334,-0.4166666666666667,-0.15384615384615385,1.0,0.0,1.0,0.0,0.0
1,1.2666666666666666,-0.10344827586206913,1.2916666666666667,1.2307692307692308,0.0,1.0,1.0,0.0,0.0
1,0.25555555555555526,-1.0344827586206888,0.75,0.6538461538461539,1.0,0.0,1.0,0.0,0.0
1,0.47777777777777747,-0.3793103448275864,1.0416666666666667,1.5384615384615385,0.0,1.0,1.0,0.0,0.0
0,-0.3444444444444446,0.4137931034482753,0.20833333333333334,-0.09615384615384616,0.0,1.0,0.0,0.0,1.0
1,-0.17777777777777792,-1.4482758620689649,0.75,0.7692307692307693,1.0,0.0,1.0,0.0,0.0
1,0.5999999999999999,-0.4137931034482753,0.6666666666666666,1.0769230769230769,0.0,1.0,1.0,0.0,0.0
2,0.25555555555555526,-0.2758620689655173,-0.3333333333333333,-0.2692307692307692,1.0,0.0,0.0,1.0,0.0
1,0.21111111111111094,-0.5862068965517241,1.0,0.7692307692307693,0.0,1.0,1.0,0.0,0.0
1,0.6111111111111112,-0.7241379310344828,0.875,1.3076923076923077,0.0,1.0,1.0,0.0,0.0
1,0.5555555555555556,-0.3793103448275864,1.3333333333333333,1.3846153846153846,0.0,1.0,1.0,0.0,0.0
1,0.3333333333333333,-0.7931034482758618,0.875,0.7307692307692307,1.0,0.0,1.0,0.0,0.0
0,-0.533333333333333,0.5517241379310334,-0.5416666666666666,-0.34615384615384615,0.0,1.0,1.0,0.0,0.0
2,0.4444444444444444,0.06896551724137902,-0.25,-0.46153846153846156,0.0,1.0,0.0,1.0,0.0
0,-0.6111111111111112,0.06896551724137902,-0.4583333333333333,-0.34615384615384615,1.0,0.0,1.0,0.0,0.0
2,0.5777777777777781,0.4482758620689654,-0.08333333333333333,-0.3076923076923077,0.0,1.0,0.0,1.0,0.0
1,-0.05555555555555555,-1.2758620689655167,0.4583333333333333,0.2692307692307692,1.0,0.0,1.0,0.0,0.0
0,-0.9444444444444444,0.20689655172413704,-0.2916666666666667,-0.4230769230769231,1.0,0.0,0.0,1.0,0.0
0,-0.5555555555555556,-0.20689655172413826,-0.7916666666666666,-0.5769230769230769,1.0,0.0,0.0,1.0,0.0
2,0.9111111111111114,0.8620689655172408,0.0,-0.21153846153846154,0.0,1.0,0.0,1.0,0.0
0,-0.6222222222222223,0.17241379310344815,-0.6666666666666666,-0.28846153846153844,1.0,0.0,0.0,0.0,1.0
0,-0.466666666666667,0.24137931034482715,-0.08333333333333333,-0.5769230769230769,1.0,0.0,0.0,0.0,1.0
0,-0.8888888888888888,0.24137931034482715,-0.625,-0.6538461538461539,1.0,0.0,0.0,1.0,0.0
0,-0.2666666666666665,0.6206896551724136,-0.08333333333333333,0.0,0.0,1.0,0.0,0.0,1.0
1,0.17777777777777792,-1.4137931034482754,0.5833333333333334,0.38461538461538464,1.0,0.0,1.0,0.0,0.0
2,-0.14444444444444413,-0.24137931034482715,-0.4166666666666667,-0.8461538461538461,1.0,0.0,0.0,1.0,0.0
2,0.6999999999999997,0.4137931034482753,0.16666666666666666,0.34615384615384615,0.0,1.0,0.0,1.0,0.0
1,0.18888888888888922,-0.9999999999999993,0.7083333333333334,0.5,0.0,1.0,1.0,0.0,0.0
0,-0.3888888888888889,0.9310344827586198,0.25,0.5576923076923077,0.0,1.0,1.0,0.0,0.0
2,0.2666666666666665,-0.24137931034482715,-0.20833333333333334,-1.0,1.0,0.0,0.0,1.0,0.0
2,0.3333333333333333,-0.17241379310344815,0.08333333333333333,-0.07692307692307693,1.0,0.0,0.0,1.0,0.0
1,-0.1111111111111111,-1.068965517241379,0.9583333333333334,0.5384615384615384,1.0,0.0,1.0,0.0,0.0
1,-0.40000000000000013,-1.2413793103448272,0.7083333333333334,0.5,1.0,0.0,1.0,0.0,0.0
1,0.04444444444444429,-1.3793103448275852,0.6666666666666666,0.8461538461538461,1.0,0.0,1.0,0.0,0.0
0,-0.9444444444444444,-0.06896551724137902,-0.4166666666666667,-0.23076923076923078,1.0,0.0,0.0,1.0,0.0
1,-0.01111111111111127,0.0,0.9166666666666666,0.9615384615384616,0.0,1.0,1.0,0.0,0.0
0,-1.0,0.06896551724137902,-0.2916666666666667,-0.23076923076923078,1.0,0.0,0.0,0.0,1.0
0,-0.5777777777777781,1.137931034482758,-0.2916666666666667,-0.2692307692307692,0.0,1.0,0.0,0.0,1.0
1,-0.1111111111111111,-0.7241379310344828,0.6666666666666666,0.5,1.0,0.0,1.0,0.0,0.0
2,0.5,0.7586206896551716,0.5416666666666666,-0.038461538461538464,0.0,1.0,0.0,1.0,0.0
2,0.8333333333333334,0.2758620689655173,0.16666666666666666,0.038461538461538464,0.0,1.0,0.0,1.0,0.0
1,0.6888888888888892,-0.7931034482758618,1.0833333333333333,1.1923076923076923,0.0,1.0,1.0,0.0,0.0
2,0.0777777777777781,-0.24137931034482715,-0.25,-0.5769230769230769,1.0,0.0,0.0,1.0,0.0
1,-0.21111111111111094,-1.2413793103448272,0.6666666666666666,0.7307692307692307,1.0,0.0,1.0,0.0,0.0
0,-0.3000000000000003,0.7241379310344815,0.041666666666666664,0.34615384615384615,0.0,1.0,0.0,0.0,1.0
1,0.0,-0.8965517241379308,0.7083333333333334,0.6538461538461539,1.0,0.0,1.0,0.0,0.0
2,0.6999999999999997,0.5862068965517234,0.5416666666666666,0.07692307692307693,0.0,1.0,0.0,1.0,0.0
0,-0.6111111111111112,-0.06896551724137902,-0.25,-0.7307692307692307,1.0,0.0,0.0,0.0,1.0
2,0.7111111111111109,0.20689655172413704,-0.041666666666666664,-0.25,1.0,0.0,0.0,1.0,0.0
0,-0.6555555555555554,1.344827586206895,-0.25,-0.15384615384615385,0.0,1.0,0.0,0.0,1.0
2,0.40000000000000013,-0.3103448275862074,0.08333333333333333,-0.5192307692307693,1.0,0.0,0.0,1.0,0.0
0,-0.533333333333333,0.20689655172413704,-0.16666666666666666,0.19230769230769232,0.0,1.0,0.0,1.0,0.0
0,-1.1555555555555554,0.2758620689655173,-0.16666666666666666,-0.40384615384615385,0.0,1.0,0.0,0.0,1.0
1,0.1111111111111111,-0.9655172413793098,0.625,0.5769230769230769,1.0,0.0,1.0,0.0,0.0
2,0.2777777777777778,0.0,-0.5,-0.23076923076923078,1.0,0.0,0.0,1.0,0.0
0,0.16666666666666666,1.4482758620689642,-0.125,0.15384615384615385,0.0,1.0,0.0,0.0,1.0
0,-0.7111111111111109,0.4482758620689654,-0.2916666666666667,-0.23076923076923078,1.0,0.0,0.0,1.0,0.0
2,0.6333333333333336,0.5172413793103444,0.20833333333333334,-0.15384615384615385,0.0,1.0,0.0,1.0,0.0
1,0.0,-1.0344827586206888,0.7916666666666666,0.07692307692307693,0.0,1.0,1.0,0.0,0.0
0,-0.8666666666666664,0.5172413793103444,-0.4166666666666667,-0.15384615384615385,1.0,0.0,0.0,0.0,1.0
0,-0.9222222222222219,-0.03448275862069012,-0.4166666666666667,-0.6538461538461539,1.0,0.0,0.0,0.0,1.0
1,0.09999999999999984,-0.9310344827586203,0.5833333333333334,0.6153846153846154,1.0,0.0,1.0,0.0,0.0
1,1.677777777777778,-0.10344827586206913,1.375,1.5769230769230769,0.0,1.0,1.0,0.0,0.0
2,0.2222222222222222,0.20689655172413704,-0.20833333333333334,-0.38461538461538464,1.0,0.0,0.0,1.0,0.0
1,0.533333333333333,-0.5517241379310346,0.8333333333333334,1.4230769230769231,0.0,1.0,1.0,0.0,0.0
0,-0.7444444444444448,0.2758620689655173,-0.16666666666666666,-0.19230769230769232,0.0,1.0,0.0,1.0,0.0
2,0.24444444444444477,0.20689655172413704,-0.08333333333333333,-0.5384615384615384,1.0,0.0,0.0,1.0,0.0
2,0.9222222222222219,0.9310344827586198,0.3333333333333333,0.4230769230769231,0.0,1.0,0.0,1.0,0.0
1,0.0,-0.5517241379310346,0.8333333333333334,0.6730769230769231,0.0,1.0,1.0,0.0,0.0
2,0.6666666666666666,0.7931034482758618,0.16666666666666666,0.038461538461538464,0.0,1.0,0.0,1.0,0.0
1,0.2222222222222222,-0.8620689655172408,0.8333333333333334,0.9230769230769231,1.0,0.0,1.0,0.0,0.0
1,0.25555555555555526,-0.4137931034482753,0.75,1.1538461538461537,0.0,1.0,1.0,0.0,0.0
0,-0.9111111111111114,0.7586206896551716,-0.2916666666666667,-0.15384615384615385,0.0,1.0,0.0,1.0,0.0
1,0.18888888888888922,-1.1034482758620685,0.8333333333333334,0.28846153846153844,1.0,0.0,1.0,0.0,0.0
1,0.6999999999999997,-0.5517241379310346,1.2083333333333333,0.9230769230769231,0.0,1.0,1.0,0.0,0.0
1,0.0777777777777781,-0.3103448275862074,1.0833333333333333,1.5,0.0,1.0,1.0,0.0,0.0
1,-0.12222222222222238,-0.9999999999999993,0.875,0.46153846153846156,1.0,0.0,1.0,0.0,0.0
1,0.6555555555555554,-0.6896551724137926,1.125,1.1923076923076923,0.0,1.0,1.0,0.0,0.0
0,-0.6333333333333336,0.10344827586206913,-0.25,-0.5576923076923077,1.0,0.0,0.0,0.0,1.0
0,-0.2777777777777778,0.9999999999999988,-0.2916666666666667,0.19230769230769232,0.0,1.0,0.0,0.0,1.0
2,1.2555555555555553,0.8620689655172408,0.4166666666666667,0.0,0.0,1.0,0.0,1.0,0.0
0,-0.5444444444444443,0.13793103448275804,-0.4583333333333333,-0.38461538461538464,1.0,0.0,1.0,0.0,0.0
1,0.06666666666666682,-0.9999999999999993,0.5416666666666666,0.3076923076923077,1.0,0.0,1.0,0.0,0.0
1,0.8888888888888888,-0.5862068965517241,1.0,1.1153846153846154,0.0,1.0,1.0,0.0,0.0
1,0.3000000000000003,-1.2413793103448272,0.7083333333333334,0.7115384615384616,1.0,0.0,1.0,0.0,0.0
0,-0.14444444444444413,0.4137931034482753,-0.20833333333333334,0.07692307692307693,0.0,1.0,0.0,1.0,0.0
1,0.1111111111111111,-0.7931034482758618,0.9583333333333334,0.7692307692307693,0.0,1.0,1.0,0.0,0.0
0,-0.4111111111111114,0.5517241379310334,0.4583333333333333,0.23076923076923078,0.0,1.0,0.0,1.0,0.0
0,-0.533333333333333,0.3793103448275852,-0.2916666666666667,-0.07692307692307693,0.0,1.0,0.0,0.0,1.0
0,-0.35555555555555585,1.0344827586206888,-0.125,-0.34615384615384615,0.0,1.0,0.0,1.0,0.0
0,-0.9444444444444444,0.17241379310344815,-0.08333333333333333,-0.4230769230769231,1.0,0.0,0.0,1.0,0.0
0,-0.8333333333333334,-0.2758620689655173,-0.5,-0.46153846153846156,1.0,0.0,0.0,1.0,0.0
2,0.6333333333333336,0.4827586206896543,0.041666666666666664,-0.17307692307692307,1.0,0.0,0.0,1.0,0.0
1,0.3444444444444446,-0.9655172413793098,0.75,1.0769230769230769,0.0,1.0,1.0,0.0,0.0
0,-0.5888888888888886,1.3103448275862062,-0.041666666666666664,0.11538461538461539,0.0,1.0,0.0,1.0,0.0
0,-0.3333333333333333,0.3448275862068963,-0.08333333333333333,0.23076923076923078,0.0,1.0,0.0,0.0,1.0
0,-0.7777777777777778,0.5517241379310334,-0.75,-0.7884615384615384,0.0,1.0,0.0,1.0,0.0
1,-0.09999999999999984,-1.1724137931034475,0.8333333333333334,0.6923076923076923,1.0,0.0,1.0,0.0,0.0
0,-0.8000000000000003,0.17241379310344815,-0.25,-0.5,1.0,0.0,0.0,1.0,0.0
0,-0.3777777777777776,0.10344827586206913,-0.625,-0.6153846153846154,1.0,0.0,0.0,0.0,1.0
0,-0.8111111111111108,0.7241379310344815,-0.5416666666666666,-0.07692307692307693,0.0,1.0,0.0,0.0,1.0
1,0.4333333333333332,-0.9310344827586203,0.6666666666666666,1.4230769230769231,0.0,1.0,1.0,0.0,0.0
1,0.5888888888888886,-0.4827586206896549,1.3333333333333333,1.5,0.0,1.0,1.0,0.0,0.0
1,1.177777777777778,-0.4482758620689654,1.375,1.4230769230769231,0.0,1.0,1.0,0.0,0.0
1,0.6555555555555554,-0.5517241379310346,1.0416666666666667,1.3461538461538463,0.0,1.0,1.0,0.0,0.0
2,-0.40000000000000013,-0.24137931034482715,-0.4166666666666667,-0.6153846153846154,1.0,0.0,0.0,1.0,0.0
2,0.8000000000000003,1.0344827586206888,-0.125,-0.17307692307692307,0.0,1.0,0.0,1.0,0.0
0,-0.4444444444444444,0.20689655172413704,-0.4166666666666667,-0.6153846153846154,1.0,0.0,1.0,0.0,0.0
0,-0.3777777777777776,0.06896551724137902,-0.2916666666666667,-0.07692307692307693,0.0,1.0,0.0,1.0,0.0
0,-0.3777777777777776,0.4482758620689654,-0.3333333333333333,-0.5192307692307693,0.0,1.0,0.0,0.0,1.0
0,-0.9777777777777774,-0.10344827586206913,-0.3333333333333333,-0.5,1.0,0.0,0.0,0.0,1.0
1,0.04444444444444429,-1.206896551724137,0.625,0.5769230769230769,1.0,0.0,1.0,0.0,0.0
1,0.466666666666667,-1.1034482758620685,0.5416666666666666,0.34615384615384615,1.0,0.0,1.0,0.0,0.0
0,-0.4333333333333332,0.5172413793103444,-0.16666666666666666,-0.15384615384615385,0.0,1.0,1.0,0.0,0.0
1,0.19999999999999968,-0.5172413793103444,0.75,0.8076923076923077,0.0,1.0,1.0,0.0,0.0
0,-0.7666666666666665,-0.10344827586206913,-0.5,-0.3076923076923077,1.0,0.0,1.0,0.0,0.0
1,0.24444444444444477,-0.6896551724137926,0.9166666666666666,0.9230769230769231,0.0,1.0,1.0,0.0,0.0
1,0.7555555555555552,-1.068965517241379,0.875,1.0,0.0,1.0,1.0,0.0,0.0
1,-0.19999999999999968,-1.2413793103448272,0.4583333333333333,-0.038461538461538464,1.0,0.0,1.0,0.0,0.0
0,-0.5222222222222226,0.6206896551724136,-0.5416666666666666,0.5,0.0,1.0,0.0,1.0,0.0
1,0.13333333333333364,-1.1724137931034475,0.7083333333333334,0.3076923076923077,1.0,0.0,1.0,0.0,0.0
2,-0.2222222222222222,0.0,-0.4166666666666667,-0.5,1.0,0.0,0.0,1.0,0.0
2,0.1555555555555554,-0.06896551724137902,-0.2916666666666667,-0.3269230769230769,1.0,0.0,0.0,1.0,0.0
1,0.4333333333333332,-0.9999999999999993,0.25,0.4807692307692308,1.0,0.0,1.0,0.0,0.0
0,-0.47777777777777747,-0.06896551724137902,-0.16666666666666666,-0.46153846153846156,1.0,0.0,0.0,1.0,0.0
1,0.5111111111111113,-0.9655172413793098,0.625,0.4807692307692308,1.0,0.0,1.0,0.0,0.0
0,-0.5999999999999999,0.4827586206896543,-0.6666666666666666,-0.19230769230769232,0.0,1.0,0.0,0.0,1.0
2,0.7111111111111109,0.6206896551724136,-0.041666666666666664,-0.34615384615384615,0.0,1.0,0.0,1.0,0.0
0,-0.7111111111111109,-0.2758620689655173,0.041666666666666664,-0.1346153846153846,1.0,0.0,1.0,0.0,0.0
0,-0.7555555555555552,-0.4482758620689654,-0.5833333333333334,-0.7115384615384616,1.0,0.0,1.0,0.0,0.0
2,0.21111111111111094,0.17241379310344815,-0.25,-0.23076923076923078,1.0,0.0,0.0,1.0,0.0
0,-0.5888888888888886,0.7931034482758618,-0.08333333333333333,0.5192307692307693,0.0,1.0,0.0,0.0,1.0
2,0.8333333333333334,1.1724137931034468,0.5416666666666666,0.6153846153846154,0.0,1.0,0.0,1.0,0.0
0,-0.04444444444444429,0.24137931034482715,0.5416666666666666,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.8000000000000003,-0.17241379310344815,-0.20833333333333334,-0.7692307692307693,1.0,0.0,0.0,1.0,0.0
0,-0.8555555555555558,0.4137931034482753,-0.16666666666666666,-0.38461538461538464,1.0,0.0,0.0,1.0,0.0
2,1.0777777777777782,1.206896551724137,0.16666666666666666,0.23076923076923078,0.0,1.0,0.0,1.0,0.0
0,-0.14444444444444413,0.5862068965517234,0.0,0.5961538461538461,0.0,1.0,1.0,0.0,0.0
1,0.3333333333333333,-1.137931034482758,0.625,0.6730769230769231,1.0,0.0,1.0,0.0,0.0
0,-1.0999999999999999,1.3103448275862062,0.041666666666666664,0.3076923076923077,0.0,1.0,0.0,0.0,1.0
2,0.8222222222222221,0.7586206896551716,0.375,-0.038461538461538464,0.0,1.0,0.0,1.0,0.0
2,0.6222222222222223,0.20689655172413704,-0.2916666666666667,-0.46153846153846156,1.0,0.0,0.0,1.0,0.0
0,-0.7444444444444448,0.3448275862068963,-0.9583333333333334,-0.46153846153846156,1.0,0.0,1.0,0.0,0.0
0,-0.7555555555555552,0.8620689655172408,0.041666666666666664,-0.38461538461538464,0.0,1.0,0.0,0.0,1.0
2,0.6666666666666666,0.3793103448275852,0.125,-0.46153846153846156,1.0,0.0,0.0,1.0,0.0
1,0.18888888888888922,-0.9655172413793098,0.5,0.6153846153846154,1.0,0.0,1.0,0.0,0.0
0,-0.40000000000000013,-0.17241379310344815,-0.25,-0.23076923076923078,1.0,0.0,0.0,0.0,1.0
1,0.5444444444444443,-0.5172413793103444,0.7916666666666666,0.7115384615384616,0.0,1.0,1.0,0.0,0.0
1,0.4444444444444444,-1.1034482758620685,0.9583333333333334,1.0,0.0,1.0,1.0,0.0,0.0
2,0.13333333333333364,0.0,-0.16666666666666666,-0.3076923076923077,1.0,0.0,0.0,1.0,0.0
1,0.9888888888888887,-0.5172413793103444,0.9166666666666666,1.1538461538461537,0.0,1.0,1.0,0.0,0.0
1,0.6333333333333336,-1.0344827586206888,0.875,1.3076923076923077,0.0,1.0,1.0,0.0,0.0
1,0.05555555555555555,-0.6551724137931031,0.9583333333333334,0.8076923076923077,0.0,1.0,1.0,0.0,0.0
0,-0.9222222222222219,0.0,-0.4166666666666667,-0.5384615384615384,1.0,0.0,0.0,1.0,0.0
1,0.6222222222222223,-0.7931034482758618,1.1666666666666667,0.7692307692307693,0.0,1.0,1.0,0.0,0.0
2,0.3444444444444446,0.3448275862068963,-0.08333333333333333,-0.11538461538461539,1.0,0.0,0.0,1.0,0.0
0,-1.0,-0.3793103448275864,-0.08333333333333333,-0.5,1.0,0.0,1.0,0.0,0.0
2,0.6444444444444442,0.9310344827586198,0.0,-0.5384615384615384,0.0,1.0,0.0,1.0,0.0
2,1.5,0.17241379310344815,-0.6666666666666666,-0.23076923076923078,1.0,0.0,0.0,1.0,0.0
2,0.17777777777777792,0.3103448275862062,-0.7916666666666666,-0.5769230769230769,1.0,0.0,0.0,1.0,0.0
0,-0.6333333333333336,-0.03448275862069012,-0.7083333333333334,-0.15384615384615385,0.0,1.0,1.0,0.0,0.0
0,-0.47777777777777747,0.9655172413793098,0.125,-0.019230769230769232,0.0,1.0,0.0,1.0,0.0
0,-0.8333333333333334,-0.13793103448275926,-0.5,-0.7692307692307693,1.0,0.0,0.0,1.0,0.0
1,0.5222222222222226,-0.7241379310344828,1.0,1.7692307692307692,0.0,1.0,1.0,0.0,0.0
0,-0.7111111111111109,-0.10344827586206913,-0.6666666666666666,-0.6346153846153846,1.0,0.0,1.0,0.0,0.0
1,0.2333333333333335,-1.068965517241379,0.5416666666666666,0.6538461538461539,1.0,0.0,1.0,0.0,0.0
1,0.1111111111111111,-1.1724137931034475,0.5416666666666666,0.15384615384615385,1.0,0.0,1.0,0.0,0.0
1,0.0777777777777781,-0.8620689655172408,0.625,0.9230769230769231,1.0,0.0,1.0,0.0,0.0
0,-0.3222222222222221,0.24137931034482715,-0.20833333333333334,-0.038461538461538464,0.0,1.0,1.0,0.0,0.0
0,-0.4333333333333332,0.4482758620689654,-0.5833333333333334,-0.34615384615384615,0.0,1.0,1.0,0.0,0.0
0,-0.7111111111111109,0.10344827586206913,-0.4166666666666667,-0.4423076923076923,1.0,0.0,0.0,1.0,0.0
1,0.14444444444444413,-1.068965517241379,0.9166666666666666,0.5384615384615384,1.0,0.0,1.0,0.0,0.0
0,-1.0555555555555556,0.20689655172413704,-0.2916666666666667,-0.4230769230769231,1.0,0.0,1.0,0.0,0.0
0,-1.2222222222222223,0.5862068965517234,-0.2916666666666667,-0.3076923076923077,1.0,0.0,0.0,0.0,1.0
1,0.4111111111111114,-0.5862068965517241,1.0,0.8461538461538461,0.0,1.0,1.0,0.0,0.0
0,-0.5444444444444443,0.5172413793103444,-0.2916666666666667,0.46153846153846156,0.0,1.0,0.0,1.0,0.0
0,-0.25555555555555526,0.4137931034482753,-0.7083333333333334,-0.34615384615384615,1.0,0.0,0.0,1.0,0.0
1,0.5111111111111113,-0.8620689655172408,0.9583333333333334,0.8846153846153846,1.0,0.0,1.0,0.0,0.0
1,0.2222222222222222,-0.9999999999999993,0.8333333333333334,0.6923076923076923,1.0,0.0,1.0,0.0,0.0
0,-0.5444444444444443,1.1724137931034468,-0.25,-0.07692307692307693,1.0,0.0,1.0,0.0,0.0
2,0.5888888888888886,0.0,0.041666666666666664,-0.25,1.0,0.0,0.0,1.0,0.0
0,-0.4222222222222219,-0.10344827586206913,-0.2916666666666667,-0.21153846153846154,0.0,1.0,0.0,1.0,0.0
1,-0.2777777777777778,-1.3103448275862062,0.5416666666666666,0.11538461538461539,1.0,0.0,1.0,0.0,0.0
2,0.7555555555555552,0.8965517241379296,0.041666666666666664,-0.23076923076923078,0.0,1.0,0.0,1.0,0.0
0,-0.6555555555555554,-0.03448275862069012,0.08333333333333333,-0.19230769230769232,1.0,0.0,1.0,0.0,0.0
1,0.17777777777777792,-0.7586206896551723,0.75,0.8461538461538461,0.0,1.0,1.0,0.0,0.0
0,-0.6111111111111112,0.4827586206896543,-0.5,-0.2692307692307692,0.0,1.0,0.0,1.0,0.0
1,0.3111111111111108,-0.6896551724137926,1.0416666666666667,0.9615384615384616,0.0,1.0,1.0,0.0,0.0
2,0.6111111111111112,0.7586206896551716,-0.041666666666666664,-0.07692307692307693,0.0,1.0,0.0,1.0,0.0
2,0.1111111111111111,-0.10344827586206913,-0.041666666666666664,-0.38461538461538464,1.0,0.0,0.0,1.0,0.0
0,-0.19999999999999968,0.3448275862068963,-0.041666666666666664,0.057692307692307696,0.0,1.0,1.0,0.0,0.0
