species,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex_FEMALE,sex_MALE,island_Biscoe,island_Dream,island_Torgersen
1,0.006813379095962118,-1.825476132418045,0.49916113976933457,0.16534540466175932,1.0,0.0,1.0,0.0,0.0
1,0.40104052359969145,-1.369522679783387,0.5695856498250579,0.7135950365388277,1.0,0.0,1.0,0.0,0.0
0,-0.5666079220003712,0.859583088652717,0.49916113976933457,0.1044287788976406,0.0,1.0,0.0,1.0,0.0
0,-1.2117068857337447,0.45429113075524485,-1.6135741619023642,-0.3829042272153091,0.0,1.0,0.0,1.0,0.0
2,1.0819783186515861,1.1635520570758229,-0.345932980899345,-0.3829042272153091,0.0,1.0,0.0,1.0,0.0
0,-1.4446592893041306,-0.3056312903025182,-0.7684800412336847,-1.4184868652053273,1.0,0.0,0.0,0.0,1.0
2,0.6519123428293369,0.5556141202296129,-0.4163574909550683,-0.4438208529794278,1.0,0.0,0.0,1.0,0.0
0,-1.0504321448004013,0.7075986044411658,-0.7684800412336847,-0.6265707302717839,1.0,0.0,0.0,1.0,0.0
2,0.9923812403552842,0.9102445833899019,-0.06423494067645182,-0.5047374787435466,0.0,1.0,0.0,1.0,0.0
2,0.40104052359969145,0.1503221623321389,-0.9797535714008547,-0.6874873560359026,1.0,0.0,0.0,1.0,0.0
1,0.47271818623673284,-1.52150716399494,0.6400101598807811,0.7745116623029464,1.0,0.0,1.0,0.0,0.0
0,-1.2833845483707873,0.6569371097039809,-0.5572065110665149,-0.8702372333282588,1.0,0.0,0.0,1.0,0.0
1,1.995868517273867,-0.6096002587256241,2.0485003609952472,1.9928441775853207,0.0,1.0,1.0,0.0,0.0
0,-0.799560325570756,-0.25496979556533506,-1.6135741619023642,-1.1748203621488524,1.0,0.0,0.0,1.0,0.0
1,0.27560461398486813,-1.1162152060974662,1.344255260438014,0.9572615395953026,0.0,1.0,1.0,0.0,0.0
1,0.32936286096264883,-1.52150716399494,1.2738307503822908,0.5917617850105903,1.0,0.0,1.0,0.0,0.0
1,0.8669453307404609,-0.508277269251256,1.4851042805494608,2.175594054877677,0.0,1.0,1.0,0.0,0.0
1,1.1178171499701075,-1.4708456692577552,1.2034062403265675,1.8100943002929646,0.0,1.0,1.0,0.0,0.0
0,-1.3909010423263486,-0.0016623218794140626,-0.9797535714008547,-1.2966536136770899,1.0,0.0,0.0,0.0,1.0
1,0.3831211079404308,-2.028122111366782,0.7104346699365044,0.34809528195411543,1.0,0.0,1.0,0.0,0.0
1,0.6339929271700762,-1.1162152060974662,1.2034062403265675,0.8963449138311839,1.0,0.0,1.0,0.0,0.0
2,1.4403666318367943,0.9102445833899019,-0.27550847084362173,-0.07832109839471554,0.0,1.0,0.0,1.0,0.0
1,0.5085570175552528,-0.9135692271487291,0.9921327101593976,1.1400114168876587,0.0,1.0,1.0,0.0,0.0
1,0.16808812002930548,-1.9774606166295972,0.851283690047951,1.07909479112354,1.0,0.0,1.0,0.0,0.0
1,0.9386229933775035,-1.014892216623098,1.4146797704937375,2.541093809462389,0.0,1.0,1.0,0.0,0.0
0,-0.15446136183738124,1.01156757286427,-0.27550847084362173,-0.8702372333282588,0.0,1.0,0.0,0.0,1.0
0,-1.1041903917781832,0.5556141202296129,-1.8952722021252575,-0.9920704848564962,1.0,0.0,1.0,0.0,0.0
2,1.1178171499701075,0.8089215939155339,0.07661407943499478,-0.5047374787435466,0.0,1.0,0.0,1.0,0.0
0,-0.6920438316151933,0.859583088652717,-0.9093290613451314,0.1044287788976406,0.0,1.0,1.0,0.0,0.0
1,0.18600753568856612,-0.9135692271487291,1.344255260438014,1.0181781653594213,0.0,1.0,1.0,0.0,0.0
1,0.23976578266634682,-1.7241531429436763,0.49916113976933457,-0.017404472630596825,1.0,0.0,1.0,0.0,0.0
0,-0.7637214942522347,0.859583088652717,-1.1910271015680245,-0.80932060756414,0.0,1.0,1.0,0.0,0.0
0,-1.516336951941172,0.1503221623321389,-0.7684800412336847,-0.6265707302717839,1.0,0.0,0.0,0.0,1.0
1,1.6912384510664396,-0.7109232481999922,1.2738307503822908,1.5664277972364897,0.0,1.0,1.0,0.0,0.0
1,0.27560461398486813,-1.673491648206492,0.6400101598807811,-0.017404472630596825,1.0,0.0,1.0,0.0,0.0
0,-0.799560325570756,0.09966066759495398,-1.050178081456578,-0.5047374787435466,1.0,0.0,0.0,0.0,1.0
0,-1.42673987364487,0.3023066465436919,-0.4163574909550683,-0.9311538590923775,1.0,0.0,0.0,1.0,0.0
2,1.4762054631553156,0.8089215939155339,-0.27550847084362173,-0.9311538590923775,0.0,1.0,0.0,1.0,0.0
0,-1.0504321448004013,-0.10298531135378211,-1.4023006317351945,-1.2661953007950304,1.0,0.0,1.0,0.0,0.0
0,-1.4446592893041306,1.01156757286427,-0.8389045512894081,-0.5047374787435466,1.0,0.0,1.0,0.0,0.0
2,1.046139487333065,0.048999172857770855,-0.20508396078789842,-0.6570290431538433,1.0,0.0,0.0,1.0,0.0
1,1.3507695535404922,-0.45761577451407115,2.0485003609952472,1.5664277972364897,0.0,1.0,1.0,0.0,0.0
0,-0.8533185725485366,1.214213551813008,-0.4163574909550683,0.5613034721285309,0.0,1.0,0.0,0.0,1.0
0,-0.5128496750225893,0.9102445833899019,-1.3318761216794712,-0.9616121719744368,0.0,1.0,0.0,1.0,0.0
0,-0.6024467533188913,0.8089215939155339,-0.5572065110665149,-0.5047374787435466,0.0,1.0,1.0,0.0,0.0
0,-0.7816409099114953,1.771489993922033,-0.6980555311779615,-0.3829042272153091,1.0,0.0,1.0,0.0,0.0
1,0.09641045739226413,-1.2681996903090191,0.9217082001036744,0.7745116623029464,1.0,0.0,1.0,0.0,0.0
2,1.8345937763405236,1.8221514886592178,0.006189569379271475,0.1044287788976406,0.0,1.0,0.0,1.0,0.0
2,1.2432530595849296,0.352968141280875,-0.345932980899345,-0.6570290431538433,1.0,0.0,0.0,1.0,0.0
0,-1.1041903917781832,0.45429113075524485,-0.5572065110665149,-0.5656541045076652,0.0,1.0,0.0,1.0,0.0
2,1.0103006560145449,0.5049526254924279,-0.5572065110665149,-0.5351957916256058,0.0,1.0,0.0,1.0,0.0
1,-0.11862253051886121,-1.6228301534693081,0.49916113976933457,0.4394702206002935,1.0,0.0,1.0,0.0,0.0
1,1.4762054631553156,-0.052323816616597185,1.9076513408838005,1.4445945457082523,0.0,1.0,1.0,0.0,0.0
1,1.046139487333065,-0.20430830082815016,2.0485003609952472,1.8100943002929646,0.0,1.0,1.0,0.0,0.0
0,-0.5128496750225893,0.7075986044411658,-0.8389045512894081,-1.0834454235026743,0.0,1.0,0.0,0.0,1.0
0,-0.5128496750225893,0.45429113075524485,0.28788760960216464,0.1044287788976406,0.0,1.0,0.0,1.0,0.0
2,1.7091578667257004,1.366198036024559,0.28788760960216464,0.34809528195411543,0.0,1.0,0.0,1.0,0.0
0,-1.0325127291411407,0.45429113075524485,-1.1206025915123012,-0.3219876014511904,0.0,1.0,1.0,0.0,0.0
0,-0.8712379882077973,0.7582600991783489,-1.4023006317351945,-0.5656541045076652,0.0,1.0,0.0,0.0,1.0
0,-0.6562050002966733,0.4036296360180599,-0.4163574909550683,-1.1748203621488524,1.0,0.0,0.0,0.0,1.0
0,-0.13654194617812057,0.6569371097039809,-0.6276310211222382,-0.13923772415883426,0.0,1.0,0.0,1.0,0.0
1,0.4368793549182115,-0.8122462376743611,1.4146797704937375,0.9572615395953026,0.0,1.0,1.0,0.0,0.0
0,-0.9249962351855793,1.416859530761744,-0.7684800412336847,-0.3219876014511904,0.0,1.0,0.0,1.0,0.0
0,-0.8353991568892772,1.72082849918485,-0.7684800412336847,-0.6874873560359026,0.0,1.0,0.0,0.0,1.0
1,0.9923812403552842,-0.5589387639884392,1.6259533006609073,1.7491776745288459,0.0,1.0,1.0,0.0,0.0
0,-0.5128496750225893,0.1503221623321389,-0.7684800412336847,-0.3829042272153091,0.0,1.0,0.0,1.0,0.0
2,1.4224472161775337,1.1635520570758229,0.35831211965788795,-0.3219876014511904,0.0,1.0,0.0,1.0,0.0
0,-1.4804981206226506,-0.15364680609096704,-1.1206025915123012,-1.2966536136770899,1.0,0.0,1.0,0.0,0.0
0,-1.3729816266670893,1.1635520570758229,-0.7684800412336847,-0.5047374787435466,0.0,1.0,0.0,1.0,0.0
2,1.3149307222219708,1.01156757286427,-0.5572065110665149,-0.6874873560359026,0.0,1.0,0.0,1.0,0.0
2,1.3328501378812316,0.9102445833899019,0.006189569379271475,-0.3219876014511904,0.0,1.0,0.0,1.0,0.0
0,-1.6776116928745153,-0.0016623218794140626,-0.8389045512894081,-1.2357369879129712,1.0,0.0,0.0,0.0,1.0
1,0.9565424090367629,-0.761584742937177,1.1329817302708443,1.9928441775853207,0.0,1.0,1.0,0.0,0.0
0,-1.1937874700744853,0.3023066465436919,-0.6980555311779615,-1.052987110620615,1.0,0.0,0.0,1.0,0.0
0,-1.337142795348568,-0.3056312903025182,-1.4023006317351945,-1.662153368261802,1.0,0.0,1.0,0.0,0.0
1,1.0103006560145449,-1.1162152060974662,1.062557220215121,0.652678410774709,0.0,1.0,1.0,0.0,0.0
2,0.5085570175552528,-0.35629278503970313,-0.8389045512894081,-0.6874873560359026,1.0,0.0,0.0,1.0,0.0
1,0.9744618246960235,-0.7109232481999922,1.062557220215121,0.8658866009491245,0.0,1.0,1.0,0.0,0.0
1,-0.3515749340892459,-1.8761376271552292,0.6400101598807811,-0.07832109839471554,1.0,0.0,1.0,0.0,0.0
1,0.09641045739226413,-0.761584742937177,1.1329817302708443,0.8049699751850058,1.0,0.0,1.0,0.0,0.0
0,-1.605934030237474,0.352968141280875,-0.7684800412336847,-0.9311538590923775,1.0,0.0,1.0,0.0,0.0
0,-0.2978166871114652,2.024797467607954,-0.6980555311779615,-0.07832109839471554,0.0,1.0,0.0,1.0,0.0
0,0.32936286096264883,0.859583088652717,-0.27550847084362173,-0.07832109839471554,0.0,1.0,0.0,0.0,1.0
0,-1.1041903917781832,1.416859530761744,-0.7684800412336847,0.043512153133521886,0.0,1.0,1.0,0.0,0.0
0,-0.889157403867058,-0.052323816616597185,-0.6980555311779615,-1.4184868652053273,1.0,0.0,0.0,0.0,1.0
1,1.0640589029923255,-0.5589387639884392,0.851283690047951,1.4445945457082523,0.0,1.0,1.0,0.0,0.0
1,0.4368793549182115,-1.1162152060974662,1.062557220215121,0.5917617850105903,1.0,0.0,1.0,0.0,0.0
0,-0.6024467533188913,0.7075986044411658,-1.261451611623748,-0.80932060756414,0.0,1.0,1.0,0.0,0.0
2,0.27560461398486813,-0.10298531135378211,-0.345932980899345,-0.8702372333282588,1.0,0.0,0.0,1.0,0.0
1,0.23976578266634682,-1.7748146376808611,0.6400101598807811,0.1044287788976406,1.0,0.0,1.0,0.0,0.0
1,1.225333643925669,-0.761584742937177,1.766802320772354,1.2009280426517774,0.0,1.0,1.0,0.0,0.0
2,1.4403666318367943,1.771489993922033,0.6400101598807811,0.7135950365388277,0.0,1.0,0.0,1.0,0.0
0,-1.1400292230967033,0.9609060781270868,-0.4867820010107916,-0.5656541045076652,0.0,1.0,1.0,0.0,0.0
0,-1.0325127291411407,1.416859530761744,-0.7684800412336847,-0.3829042272153091,0.0,1.0,1.0,0.0,0.0
0,-0.4232525967262873,0.4036296360180599,-0.6276310211222382,-0.3219876014511904,0.0,1.0,1.0,0.0,0.0
1,0.9207035777182428,-1.217538195571834,1.344255260438014,1.1400114168876587,1.0,0.0,1.0,0.0,0.0
0,-1.3550622110078288,-0.052323816616597185,-1.1910271015680245,-1.662153368261802,1.0,0.0,1.0,0.0,0.0
1,0.7952676681034195,-1.318861185046203,0.851283690047951,1.9928441775853207,0.0,1.0,1.0,0.0,0.0
1,0.9923812403552842,-0.508277269251256,1.9780758509395238,1.931927551821202,0.0,1.0,1.0,0.0,0.0
0,-0.3157361027707246,0.6569371097039809,-1.4727251417909177,-0.80932060756414,1.0,0.0,0.0,1.0,0.0
1,1.0819783186515861,-1.014892216623098,1.2034062403265675,1.8100943002929646,0.0,1.0,1.0,0.0,0.0
2,-0.2619778557929439,0.048999172857770855,-0.9797535714008547,-1.052987110620615,1.0,0.0,0.0,1.0,0.0
2,2.5155315713924185,0.3023066465436919,-1.4023006317351945,-0.6265707302717839,1.0,0.0,0.0,1.0,0.0
0,-1.247545717052266,-0.35629278503970313,-1.1206025915123012,-0.9920704848564962,1.0,0.0,0.0,1.0,0.0
1,0.45479877057747214,-1.217538195571834,1.1329817302708443,1.2009280426517774,1.0,0.0,1.0,0.0,0.0
1,-0.4053331810670266,-1.2681996903090191,0.6400101598807811,0.5917617850105903,1.0,0.0,1.0,0.0,0.0
0,-0.2619778557929439,1.771489993922033,-0.27550847084362173,0.34809528195411543,0.0,1.0,0.0,0.0,1.0
1,1.0103006560145449,-0.6096002587256241,1.6963778107166305,1.8100943002929646,0.0,1.0,1.0,0.0,0.0
2,0.7415094211256389,-0.40695427977688803,-0.1346594507321751,-1.0834454235026743,1.0,0.0,0.0,1.0,0.0
2,0.4906376018959935,0.352968141280875,-0.4163574909550683,-1.1139037363847337,1.0,0.0,0.0,1.0,0.0
0,-0.33365551842998525,0.9609060781270868,-0.4163574909550683,-0.26107097568707166,0.0,1.0,0.0,0.0,1.0
0,-0.889157403867058,0.7582600991783489,-1.1206025915123012,-0.6874873560359026,0.0,1.0,0.0,1.0,0.0
1,1.1715753969478881,-1.014892216623098,1.062557220215121,0.9572615395953026,1.0,0.0,1.0,0.0,0.0
0,0.2935240296441288,1.568844014973297,-0.6980555311779615,0.46992853348235286,0.0,1.0,1.0,0.0,0.0
0,-1.3013039640300468,0.8089215939155339,-0.9797535714008547,-0.5047374787435466,1.0,0.0,0.0,0.0,1.0
0,-0.799560325570756,0.3023066465436919,-0.9093290613451314,-1.1139037363847337,1.0,0.0,0.0,1.0,0.0
2,1.2611724752441902,0.8089215939155339,0.14703858949071807,-0.13923772415883426,0.0,1.0,0.0,1.0,0.0
1,0.9207035777182428,-1.1162152060974662,1.9076513408838005,1.5664277972364897,0.0,1.0,1.0,0.0,0.0
0,-0.6741244159559326,-0.052323816616597185,-0.5572065110665149,-0.9920704848564962,1.0,0.0,0.0,1.0,0.0
0,-0.6203661689781519,0.859583088652717,-1.4727251417909177,-0.3219876014511904,0.0,1.0,1.0,0.0,0.0
1,-0.10070311485960054,-1.4201841745205712,1.2034062403265675,0.46992853348235286,1.0,0.0,1.0,0.0,0.0
1,0.8490259150812015,-0.761584742937177,0.49916113976933457,1.3836779199441336,0.0,1.0,1.0,0.0,0.0
2,0.4368793549182115,0.7075986044411658,-0.7684800412336847,-0.9311538590923775,1.0,0.0,0.0,1.0,0.0
2,1.1715753969478881,1.214213551813008,0.006189569379271475,-0.20015434992295297,0.0,1.0,0.0,1.0,0.0
2,1.3149307222219708,0.5049526254924279,-0.27550847084362173,-0.5656541045076652,0.0,1.0,0.0,1.0,0.0
1,1.1715753969478881,-0.6602617534628081,1.4851042805494608,1.6273444230006084,0.0,1.0,1.0,0.0,0.0
0,-1.3550622110078288,-0.10298531135378211,-0.4163574909550683,-1.0834454235026743,1.0,0.0,0.0,1.0,0.0
1,2.1392238425479495,-0.10298531135378211,1.9076513408838005,1.6882610487647272,0.0,1.0,1.0,0.0,0.0
2,-0.2619778557929439,-0.25496979556533506,-0.9797535714008547,-1.052987110620615,1.0,0.0,0.0,1.0,0.0
2,0.45479877057747214,0.352968141280875,-0.6276310211222382,-0.8702372333282588,1.0,0.0,0.0,1.0,0.0
1,0.8311064994219408,-0.6096002587256241,2.0485003609952472,1.931927551821202,0.0,1.0,1.0,0.0,0.0
0,-1.1400292230967033,-0.10298531135378211,-1.1206025915123012,-0.7484039818000213,1.0,0.0,1.0,0.0,0.0
0,-0.5128496750225893,0.5049526254924279,-0.6276310211222382,-0.20015434992295297,0.0,1.0,1.0,0.0,0.0
0,0.024732794755222776,1.264875046550191,-0.345932980899345,0.22626203042587803,0.0,1.0,0.0,1.0,0.0
2,0.8131870837626802,0.1503221623321389,-0.6980555311779615,-0.9920704848564962,0.0,1.0,0.0,1.0,0.0
1,0.8131870837626802,-1.1162152060974662,1.2738307503822908,0.7745116623029464,1.0,0.0,1.0,0.0,0.0
2,1.4403666318367943,0.45429113075524485,0.006189569379271475,-0.20015434992295297,0.0,1.0,0.0,1.0,0.0
0,-1.3013039640300468,1.062229067601455,-0.5572065110665149,-0.9311538590923775,1.0,0.0,0.0,0.0,1.0
1,1.5299637101330963,-0.8122462376743611,1.4146797704937375,1.505511171472371,0.0,1.0,1.0,0.0,0.0
2,1.3866083848590136,1.568844014973297,-0.4867820010107916,-0.5351957916256058,0.0,1.0,0.0,1.0,0.0
0,-1.0862709761189226,0.7075986044411658,-0.5572065110665149,-1.570778429615624,1.0,0.0,1.0,0.0,0.0
1,1.099897734310847,-1.1162152060974662,1.6963778107166305,0.9572615395953026,0.0,1.0,1.0,0.0,0.0
0,-1.1041903917781832,-0.052323816616597185,-1.050178081456578,-1.1139037363847337,0.0,1.0,0.0,0.0,1.0
1,0.16808812002930548,-1.7241531429436763,0.7808591799922278,0.652678410774709,1.0,0.0,1.0,0.0,0.0
0,-1.5521757832596934,0.859583088652717,-0.9797535714008547,-0.5047374787435466,1.0,0.0,1.0,0.0,0.0
0,-1.516336951941172,-0.508277269251256,-0.4163574909550683,-1.052987110620615,1.0,0.0,1.0,0.0,0.0
1,0.7952676681034195,-0.45761577451407115,1.344255260438014,1.4445945457082523,0.0,1.0,1.0,0.0,0.0
1,0.9027841620589822,-0.5589387639884392,1.062557220215121,1.6273444230006084,0.0,1.0,1.0,0.0,0.0
0,-1.42673987364487,0.6569371097039809,-1.050178081456578,-1.3575702394412086,1.0,0.0,0.0,1.0,0.0
0,-1.1221098074374427,-0.6096002587256241,-1.261451611623748,-1.3880285523232678,1.0,0.0,1.0,0.0,0.0
0,-1.9464029277634214,-0.5589387639884392,-1.6135741619023642,-1.6012367424976834,1.0,0.0,0.0,1.0,0.0
1,1.279091890903451,-0.45761577451407115,1.344255260438014,2.175594054877677,0.0,1.0,1.0,0.0,0.0
1,0.8490259150812015,-1.0655537113602822,1.4851042805494608,1.3836779199441336,0.0,1.0,1.0,0.0,0.0
0,-0.7637214942522347,0.352968141280875,-0.5572065110665149,0.043512153133521886,0.0,1.0,0.0,1.0,0.0
1,0.40104052359969145,-1.4201841745205712,0.9217082001036744,0.5308451592464716,0.0,1.0,1.0,0.0,0.0
0,-0.6741244159559326,1.4675210254989288,-0.06423494067645182,-0.291529288569131,0.0,1.0,0.0,1.0,0.0
1,0.4906376018959935,-0.9642307218859132,1.2738307503822908,1.2009280426517774,0.0,1.0,1.0,0.0,0.0
0,-0.9608350665040993,-0.10298531135378211,-0.9093290613451314,-1.6012367424976834,1.0,0.0,0.0,0.0,1.0
0,-0.45909142804480857,0.7075986044411658,-0.6980555311779615,-0.6265707302717839,0.0,1.0,1.0,0.0,0.0
0,-1.337142795348568,0.4036296360180599,-1.3318761216794712,-1.2966536136770899,1.0,0.0,0.0,1.0,0.0
1,0.22184636700708746,-0.40695427977688803,1.555528790605184,2.114677429113558,0.0,1.0,1.0,0.0,0.0
2,1.3507695535404922,0.7582600991783489,-0.9797535714008547,-1.1748203621488524,0.0,1.0,0.0,1.0,0.0
0,-0.7458020785929752,0.9609060781270868,-1.1910271015680245,0.5308451592464716,0.0,1.0,0.0,1.0,0.0
0,-1.0504321448004013,0.20098365706932383,-0.9797535714008547,-0.9616121719744368,1.0,0.0,0.0,1.0,0.0
2,0.47271818623673284,0.3023066465436919,-0.5572065110665149,-0.5047374787435466,1.0,0.0,0.0,1.0,0.0
1,0.5802346801922955,-0.8629077324115452,0.9921327101593976,0.9268032267132432,1.0,0.0,1.0,0.0,0.0
1,0.5085570175552528,-1.4708456692577552,0.9921327101593976,0.7745116623029464,1.0,0.0,1.0,0.0,0.0
0,-1.1221098074374427,0.7582600991783489,-1.4727251417909177,-0.7484039818000213,0.0,1.0,1.0,0.0,0.0
2,0.9386229933775035,0.5049526254924279,-0.4163574909550683,0.22626203042587803,0.0,1.0,0.0,1.0,0.0
0,-2.1255970843560252,-0.8629077324115452,-0.9093290613451314,-1.4184868652053273,1.0,0.0,0.0,1.0,0.0
2,0.22184636700708746,-0.3056312903025182,-0.6980555311779615,-1.1748203621488524,1.0,0.0,0.0,1.0,0.0
1,0.6339929271700762,-1.52150716399494,0.5695856498250579,0.46992853348235286,1.0,0.0,1.0,0.0,0.0
0,-1.247545717052266,-0.15364680609096704,-1.1206025915123012,-1.479403490969446,1.0,0.0,0.0,1.0,0.0
1,-0.11862253051886121,-1.9267991218924132,0.5695856498250579,0.22626203042587803,1.0,0.0,1.0,0.0,0.0
2,0.3831211079404308,0.5049526254924279,-1.6135741619023642,-1.1748203621488524,1.0,0.0,0.0,1.0,0.0
1,0.7594288367848995,-0.8122462376743611,1.4146797704937375,1.07909479112354,0.0,1.0,1.0,0.0,0.0
1,0.27560461398486813,-1.369522679783387,0.7808591799922278,0.652678410774709,1.0,0.0,1.0,0.0,0.0
0,-0.4770108437040692,1.9741359728707708,-0.4163574909550683,0.22626203042587803,0.0,1.0,1.0,0.0,0.0
0,-0.889157403867058,0.1503221623321389,-1.050178081456578,-0.80932060756414,1.0,0.0,1.0,0.0,0.0
1,1.1536559812886276,-0.761584742937177,1.4851042805494608,1.8710109260570833,0.0,1.0,1.0,0.0,0.0
1,1.852513191999783,-0.761584742937177,2.1189248710509703,1.7491776745288459,0.0,1.0,1.0,0.0,0.0
0,-1.6776116928745153,1.9741359728707708,-0.20508396078789842,0.22626203042587803,0.0,1.0,0.0,0.0,1.0
0,-1.2117068857337447,1.112890562338638,-1.1910271015680245,-0.3829042272153091,0.0,1.0,0.0,0.0,1.0
2,0.2935240296441288,1.112890562338638,-0.4867820010107916,-0.8397789204461994,1.0,0.0,0.0,1.0,0.0
2,0.9027841620589822,1.214213551813008,0.7808591799922278,0.1044287788976406,0.0,1.0,0.0,1.0,0.0
1,0.45479877057747214,-1.369522679783387,0.851283690047951,0.22626203042587803,1.0,0.0,1.0,0.0,0.0
0,-1.7851281868300781,-0.052323816616597185,-1.1206025915123012,-0.9920704848564962,1.0,0.0,0.0,1.0,0.0
1,0.22184636700708746,-1.217538195571834,0.7808591799922278,1.2009280426517774,1.0,0.0,1.0,0.0,0.0
1,0.8490259150812015,-1.5721686587321242,0.6400101598807811,0.2871786561899967,1.0,0.0,1.0,0.0,0.0
2,1.0282200716738055,0.7075986044411658,-0.4163574909550683,-0.7484039818000213,0.0,1.0,0.0,1.0,0.0
1,1.3149307222219708,-1.52150716399494,1.2034062403265675,1.3227612941800149,0.0,1.0,1.0,0.0,0.0
0,-1.1579486387559639,0.859583088652717,-1.543149651846641,-1.5098618038515053,0.0,1.0,0.0,1.0,0.0
2,0.22184636700708746,0.3023066465436919,-0.20508396078789842,-0.3219876014511904,1.0,0.0,0.0,1.0,0.0
1,1.0819783186515861,-0.9642307218859132,1.344255260438014,1.6273444230006084,0.0,1.0,1.0,0.0,0.0
0,-0.44117201238554793,0.5556141202296129,-0.4163574909550683,0.1044287788976406,0.0,1.0,0.0,0.0,1.0
1,0.6160735115108155,-1.318861185046203,0.7808591799922278,0.6222200978926496,1.0,0.0,1.0,0.0,0.0
0,-0.3515749340892459,1.5181825202361119,-0.7684800412336847,0.043512153133521886,0.0,1.0,0.0,0.0,1.0
0,-0.5845273376596306,-0.10298531135378211,-0.7684800412336847,-0.5961124173897245,0.0,1.0,0.0,1.0,0.0
2,-0.5486885063411105,-0.3056312903025182,-0.9797535714008547,-1.2357369879129712,1.0,0.0,0.0,1.0,0.0
0,0.36520169228117016,2.176781951819507,-0.4867820010107916,-0.017404472630596825,0.0,1.0,0.0,0.0,1.0
2,0.36520169228117016,0.859583088652717,-0.4163574909550683,-0.07832109839471554,1.0,0.0,0.0,1.0,0.0
2,1.225333643925669,0.9102445833899019,0.6400101598807811,-0.13923772415883426,0.0,1.0,0.0,1.0,0.0
1,0.8131870837626802,-1.5721686587321242,1.344255260438014,1.3227612941800149,0.0,1.0,1.0,0.0,0.0
0,-1.0862709761189226,0.7075986044411658,-2.036121222236704,-1.2966536136770899,1.0,0.0,1.0,0.0,0.0
1,2.802242221940585,-0.10298531135378211,2.0485003609952472,2.2365106806417954,0.0,1.0,1.0,0.0,0.0
1,1.0819783186515861,-0.45761577451407115,2.0485003609952472,1.8100943002929646,0.0,1.0,1.0,0.0,0.0
2,1.1178171499701075,0.7582600991783489,-0.20508396078789842,-0.5351957916256058,1.0,0.0,0.0,1.0,0.0
0,-0.38741376540776723,1.112890562338638,-0.20508396078789842,0.2871786561899967,0.0,1.0,0.0,0.0,1.0
1,0.41895993925895086,-0.7109232481999922,0.9921327101593976,1.0181781653594213,0.0,1.0,1.0,0.0,0.0
0,-1.7672087711708173,0.45429113075524485,-0.5572065110665149,-0.9006955462103181,0.0,1.0,0.0,0.0,1.0
